FIPSCode,LocationType,Location,AgeGroup,Gender,TimeFrame,DataFormat,Data
06085,County,Santa Clara County,Ages 3_5,Male,2014,Number,"38,755"
06085,County,Santa Clara County,Ages 3_5,Male,2015,Number,"38,284"
06085,County,Santa Clara County,Ages 3_5,Male,2016,Number,"38,408"
06085,County,Santa Clara County,Ages 3_5,Male,2017,Number,"37,750"
06085,County,Santa Clara County,Ages 3_5,Male,2018,Number,"37,504"
06085,County,Santa Clara County,Ages 3_5,Male,2019,Number,"36,128"
06085,County,Santa Clara County,Ages 3_5,Male,2020,Number,"34,766"
06085,County,Santa Clara County,Ages 3_5,Male,2021,Number,"33,308"
06085,County,Santa Clara County,Ages 3_5,Total,1995,Number,"75,497"
06085,County,Santa Clara County,Ages 3_5,Total,1996,Number,"75,744"
06085,County,Santa Clara County,Ages 3_5,Total,1997,Number,"74,806"
06085,County,Santa Clara County,Ages 3_5,Total,1998,Number,"73,204"
06085,County,Santa Clara County,Ages 3_5,Total,1999,Number,"72,366"
06085,County,Santa Clara County,Ages 3_5,Total,2000,Number,"71,614"
06085,County,Santa Clara County,Ages 3_5,Total,2001,Number,"71,183"
06085,County,Santa Clara County,Ages 3_5,Total,2002,Number,"70,269"
06085,County,Santa Clara County,Ages 3_5,Total,2003,Number,"70,338"
06085,County,Santa Clara County,Ages 3_5,Total,2004,Number,"72,188"
06085,County,Santa Clara County,Ages 3_5,Total,2005,Number,"73,331"
06085,County,Santa Clara County,Ages 3_5,Total,2006,Number,"74,025"
06085,County,Santa Clara County,Ages 3_5,Total,2007,Number,"74,241"
06085,County,Santa Clara County,Ages 3_5,Total,2008,Number,"74,691"
06085,County,Santa Clara County,Ages 3_5,Total,2009,Number,"75,470"
06085,County,Santa Clara County,Ages 3_5,Total,2010,Number,"76,401"
06085,County,Santa Clara County,Ages 3_5,Total,2011,Number,"77,630"
06085,County,Santa Clara County,Ages 3_5,Total,2012,Number,"77,688"
06085,County,Santa Clara County,Ages 3_5,Total,2013,Number,"76,136"
06085,County,Santa Clara County,Ages 3_5,Total,2014,Number,"74,983"
06085,County,Santa Clara County,Ages 3_5,Total,2015,Number,"74,110"
06085,County,Santa Clara County,Ages 3_5,Total,2016,Number,"74,032"
06085,County,Santa Clara County,Ages 3_5,Total,2017,Number,"72,939"
06085,County,Santa Clara County,Ages 3_5,Total,2018,Number,"73,005"
06085,County,Santa Clara County,Ages 3_5,Total,2019,Number,"71,795"
06085,County,Santa Clara County,Ages 3_5,Total,2020,Number,"70,577"
06085,County,Santa Clara County,Ages 3_5,Total,2021,Number,"67,725"
06085,County,Santa Clara County,Ages 6_10,Female,1995,Number,"52,689"
06085,County,Santa Clara County,Ages 6_10,Female,1996,Number,"54,186"
06085,County,Santa Clara County,Ages 6_10,Female,1997,Number,"56,077"
06085,County,Santa Clara County,Ages 6_10,Female,1998,Number,"57,585"
06085,County,Santa Clara County,Ages 6_10,Female,1999,Number,"58,232"
06085,County,Santa Clara County,Ages 6_10,Female,2000,Number,"58,294"
06085,County,Santa Clara County,Ages 6_10,Female,2001,Number,"58,192"
06085,County,Santa Clara County,Ages 6_10,Female,2002,Number,"57,532"
06085,County,Santa Clara County,Ages 6_10,Female,2003,Number,"56,874"
06085,County,Santa Clara County,Ages 6_10,Female,2004,Number,"56,444"
06085,County,Santa Clara County,Ages 6_10,Female,2005,Number,"55,899"
06085,County,Santa Clara County,Ages 6_10,Female,2006,Number,"55,881"
06085,County,Santa Clara County,Ages 6_10,Female,2007,Number,"56,690"
06085,County,Santa Clara County,Ages 6_10,Female,2008,Number,"57,608"
06085,County,Santa Clara County,Ages 6_10,Female,2009,Number,"58,463"
06085,County,Santa Clara County,Ages 6_10,Female,2010,Number,"58,964"
06085,County,Santa Clara County,Ages 6_10,Female,2011,Number,"59,740"
06085,County,Santa Clara County,Ages 6_10,Female,2012,Number,"60,494"
06085,County,Santa Clara County,Ages 6_10,Female,2013,Number,"61,987"
06085,County,Santa Clara County,Ages 6_10,Female,2014,Number,"62,604"
06085,County,Santa Clara County,Ages 6_10,Female,2015,Number,"63,315"
06085,County,Santa Clara County,Ages 6_10,Female,2016,Number,"63,052"
06085,County,Santa Clara County,Ages 6_10,Female,2017,Number,"62,502"
06085,County,Santa Clara County,Ages 6_10,Female,2018,Number,"60,849"
06085,County,Santa Clara County,Ages 6_10,Female,2019,Number,"59,425"
06085,County,Santa Clara County,Ages 6_10,Female,2020,Number,"58,350"
06085,County,Santa Clara County,Ages 6_10,Female,2021,Number,"58,437"
06085,County,Santa Clara County,Ages 6_10,Male,1995,Number,"55,597"
06085,County,Santa Clara County,Ages 6_10,Male,1996,Number,"57,586"
06085,County,Santa Clara County,Ages 6_10,Male,1997,Number,"59,494"
06085,County,Santa Clara County,Ages 6_10,Male,1998,Number,"61,001"
06085,County,Santa Clara County,Ages 6_10,Male,1999,Number,"61,775"
06085,County,Santa Clara County,Ages 6_10,Male,2000,Number,"61,742"
06085,County,Santa Clara County,Ages 6_10,Male,2001,Number,"61,630"
06085,County,Santa Clara County,Ages 6_10,Male,2002,Number,"60,973"
06085,County,Santa Clara County,Ages 6_10,Male,2003,Number,"60,156"
06085,County,Santa Clara County,Ages 6_10,Male,2004,Number,"59,353"
06085,County,Santa Clara County,Ages 6_10,Male,2005,Number,"58,652"
06085,County,Santa Clara County,Ages 6_10,Male,2006,Number,"58,511"
06085,County,Santa Clara County,Ages 6_10,Male,2007,Number,"59,308"
06085,County,Santa Clara County,Ages 6_10,Male,2008,Number,"60,287"
06085,County,Santa Clara County,Ages 6_10,Male,2009,Number,"61,071"
06085,County,Santa Clara County,Ages 6_10,Male,2010,Number,"61,751"
06085,County,Santa Clara County,Ages 6_10,Male,2011,Number,"62,649"
06085,County,Santa Clara County,Ages 6_10,Male,2012,Number,"63,384"
06085,County,Santa Clara County,Ages 6_10,Male,2013,Number,"64,997"
06085,County,Santa Clara County,Ages 6_10,Male,2014,Number,"65,900"
06085,County,Santa Clara County,Ages 6_10,Male,2015,Number,"66,843"
06085,County,Santa Clara County,Ages 6_10,Male,2016,Number,"66,910"
06085,County,Santa Clara County,Ages 6_10,Male,2017,Number,"66,735"
06085,County,Santa Clara County,Ages 6_10,Male,2018,Number,"65,196"
06085,County,Santa Clara County,Ages 6_10,Male,2019,Number,"64,042"
06085,County,Santa Clara County,Ages 6_10,Male,2020,Number,"62,687"
06085,County,Santa Clara County,Ages 6_10,Male,2021,Number,"62,067"
06085,County,Santa Clara County,Ages 6_10,Total,1995,Number,"108,286"
06085,County,Santa Clara County,Ages 6_10,Total,1996,Number,"111,772"
06085,County,Santa Clara County,Ages 6_10,Total,1997,Number,"115,571"
06085,County,Santa Clara County,Ages 6_10,Total,1998,Number,"118,586"
06085,County,Santa Clara County,Ages 6_10,Total,1999,Number,"120,007"
06085,County,Santa Clara County,Ages 6_10,Total,2000,Number,"120,036"
06085,County,Santa Clara County,Ages 6_10,Total,2001,Number,"119,822"
06085,County,Santa Clara County,Ages 6_10,Total,2002,Number,"118,505"
06085,County,Santa Clara County,Ages 6_10,Total,2003,Number,"117,030"
06085,County,Santa Clara County,Ages 6_10,Total,2004,Number,"115,798"
06085,County,Santa Clara County,Ages 6_10,Total,2005,Number,"114,551"
06085,County,Santa Clara County,Ages 6_10,Total,2006,Number,"114,391"
06085,County,Santa Clara County,Ages 6_10,Total,2007,Number,"115,998"
06085,County,Santa Clara County,Ages 6_10,Total,2008,Number,"117,894"
06085,County,Santa Clara County,Ages 6_10,Total,2009,Number,"119,535"
06085,County,Santa Clara County,Ages 6_10,Total,2010,Number,"120,715"
06085,County,Santa Clara County,Ages 6_10,Total,2011,Number,"122,389"
06085,County,Santa Clara County,Ages 6_10,Total,2012,Number,"123,878"
06085,County,Santa Clara County,Ages 6_10,Total,2013,Number,"126,984"
06085,County,Santa Clara County,Ages 6_10,Total,2014,Number,"128,504"
06085,County,Santa Clara County,Ages 6_10,Total,2015,Number,"130,158"
06085,County,Santa Clara County,Ages 6_10,Total,2016,Number,"129,962"
06085,County,Santa Clara County,Ages 6_10,Total,2017,Number,"129,237"
06085,County,Santa Clara County,Ages 6_10,Total,2018,Number,"126,045"
06085,County,Santa Clara County,Ages 6_10,Total,2019,Number,"123,467"
06085,County,Santa Clara County,Ages 6_10,Total,2020,Number,"121,037"
06085,County,Santa Clara County,Ages 6_10,Total,2021,Number,"120,504"
06085,County,Santa Clara County,Total for Ages 0_17,Female,1995,Number,"194,871"
06085,County,Santa Clara County,Total for Ages 0_17,Female,1996,Number,"197,801"
06085,County,Santa Clara County,Total for Ages 0_17,Female,1997,Number,"200,436"
06085,County,Santa Clara County,Total for Ages 0_17,Female,1998,Number,"201,828"
06085,County,Santa Clara County,Total for Ages 0_17,Female,1999,Number,"201,925"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2000,Number,"202,627"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2001,Number,"205,772"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2002,Number,"205,817"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2003,Number,"205,556"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2004,Number,"205,039"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2005,Number,"204,404"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2006,Number,"204,880"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2007,Number,"206,740"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2008,Number,"209,008"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2009,Number,"209,806"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2010,Number,"209,423"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2011,Number,"210,849"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2012,Number,"212,589"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2013,Number,"214,398"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2014,Number,"215,256"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2015,Number,"216,775"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2016,Number,"217,497"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2017,Number,"217,854"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2018,Number,"216,604"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2019,Number,"213,435"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2020,Number,"210,198"
06085,County,Santa Clara County,Total for Ages 0_17,Female,2021,Number,"207,318"
06085,County,Santa Clara County,Total for Ages 0_17,Male,1995,Number,"208,126"
06085,County,Santa Clara County,Total for Ages 0_17,Male,1996,Number,"211,351"
06085,County,Santa Clara County,Total for Ages 0_17,Male,1997,Number,"214,020"
06085,County,Santa Clara County,Total for Ages 0_17,Male,1998,Number,"214,781"
06085,County,Santa Clara County,Total for Ages 0_17,Male,1999,Number,"214,096"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2000,Number,"214,205"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2001,Number,"217,983"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2002,Number,"218,654"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2003,Number,"218,673"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2004,Number,"218,188"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2005,Number,"217,344"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2006,Number,"217,745"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2007,Number,"219,396"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2008,Number,"221,198"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2009,Number,"220,288"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2010,Number,"219,984"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2011,Number,"221,865"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2012,Number,"223,885"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2013,Number,"226,241"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2014,Number,"227,360"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2015,Number,"229,012"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2016,Number,"228,933"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2017,Number,"228,065"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2018,Number,"226,562"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2019,Number,"223,481"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2020,Number,"220,029"
06085,County,Santa Clara County,Total for Ages 0_17,Male,2021,Number,"217,677"
06085,County,Santa Clara County,Total for Ages 0_17,Total,1995,Number,"402,997"
06085,County,Santa Clara County,Total for Ages 0_17,Total,1996,Number,"409,151"
06085,County,Santa Clara County,Total for Ages 0_17,Total,1997,Number,"414,455"
06085,County,Santa Clara County,Total for Ages 0_17,Total,1998,Number,"416,609"
06085,County,Santa Clara County,Total for Ages 0_17,Total,1999,Number,"416,021"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2000,Number,"416,832"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2001,Number,"423,755"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2002,Number,"424,471"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2003,Number,"424,229"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2004,Number,"423,228"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2005,Number,"421,747"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2006,Number,"422,625"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2007,Number,"426,135"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2008,Number,"430,206"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2009,Number,"430,094"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2010,Number,"429,407"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2011,Number,"432,714"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2012,Number,"436,474"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2013,Number,"440,639"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2014,Number,"442,616"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2015,Number,"445,787"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2016,Number,"446,430"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2017,Number,"445,919"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2018,Number,"443,166"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2019,Number,"436,916"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2020,Number,"430,227"
06085,County,Santa Clara County,Total for Ages 0_17,Total,2021,Number,"424,995"
06001,County,Alameda County,Ages 0_2,Female,1995,Number,"30,650"
06001,County,Alameda County,Ages 0_2,Female,1996,Number,"29,874"
06001,County,Alameda County,Ages 0_2,Female,1997,Number,"29,864"
06001,County,Alameda County,Ages 0_2,Female,1998,Number,"29,505"
06001,County,Alameda County,Ages 0_2,Female,1999,Number,"28,793"
06001,County,Alameda County,Ages 0_2,Female,2000,Number,"28,505"
06001,County,Alameda County,Ages 0_2,Female,2001,Number,"29,550"
06001,County,Alameda County,Ages 0_2,Female,2002,Number,"30,186"
06001,County,Alameda County,Ages 0_2,Female,2003,Number,"30,402"
06001,County,Alameda County,Ages 0_2,Female,2004,Number,"29,831"
06001,County,Alameda County,Ages 0_2,Female,2005,Number,"29,149"
06001,County,Alameda County,Ages 0_2,Female,2006,Number,"28,796"
06001,County,Alameda County,Ages 0_2,Female,2007,Number,"28,721"
06001,County,Alameda County,Ages 0_2,Female,2008,Number,"28,833"
06001,County,Alameda County,Ages 0_2,Female,2009,Number,"28,802"
06001,County,Alameda County,Ages 0_2,Female,2010,Number,"28,456"
06001,County,Alameda County,Ages 0_2,Female,2011,Number,"28,042"
06001,County,Alameda County,Ages 0_2,Female,2012,Number,"27,947"
06001,County,Alameda County,Ages 0_2,Female,2013,Number,"27,953"
06001,County,Alameda County,Ages 0_2,Female,2014,Number,"28,307"
06001,County,Alameda County,Ages 0_2,Female,2015,Number,"28,798"
06001,County,Alameda County,Ages 0_2,Female,2016,Number,"29,454"
06001,County,Alameda County,Ages 0_2,Female,2017,Number,"29,586"
06001,County,Alameda County,Ages 0_2,Female,2018,Number,"28,761"
06001,County,Alameda County,Ages 0_2,Female,2019,Number,"26,964"
06001,County,Alameda County,Ages 0_2,Female,2020,Number,"25,453"
06001,County,Alameda County,Ages 0_2,Female,2021,Number,"24,867"
06001,County,Alameda County,Ages 0_2,Male,1995,Number,"32,341"
06001,County,Alameda County,Ages 0_2,Male,1996,Number,"31,556"
06001,County,Alameda County,Ages 0_2,Male,1997,Number,"31,507"
06001,County,Alameda County,Ages 0_2,Male,1998,Number,"30,857"
06001,County,Alameda County,Ages 0_2,Male,1999,Number,"30,301"
06001,County,Alameda County,Ages 0_2,Male,2000,Number,"29,892"
06001,County,Alameda County,Ages 0_2,Male,2001,Number,"31,261"
06001,County,Alameda County,Ages 0_2,Male,2002,Number,"31,913"
06001,County,Alameda County,Ages 0_2,Male,2003,Number,"31,846"
06001,County,Alameda County,Ages 0_2,Male,2004,Number,"30,880"
06001,County,Alameda County,Ages 0_2,Male,2005,Number,"30,159"
06001,County,Alameda County,Ages 0_2,Male,2006,Number,"30,016"
06001,County,Alameda County,Ages 0_2,Male,2007,Number,"30,295"
06001,County,Alameda County,Ages 0_2,Male,2008,Number,"30,754"
06001,County,Alameda County,Ages 0_2,Male,2009,Number,"30,702"
06001,County,Alameda County,Ages 0_2,Male,2010,Number,"29,937"
06001,County,Alameda County,Ages 0_2,Male,2011,Number,"29,428"
06001,County,Alameda County,Ages 0_2,Male,2012,Number,"29,345"
06001,County,Alameda County,Ages 0_2,Male,2013,Number,"29,613"
06001,County,Alameda County,Ages 0_2,Male,2014,Number,"29,659"
06001,County,Alameda County,Ages 0_2,Male,2015,Number,"29,867"
06001,County,Alameda County,Ages 0_2,Male,2016,Number,"29,345"
06001,County,Alameda County,Ages 0_2,Male,2017,Number,"29,118"
06001,County,Alameda County,Ages 0_2,Male,2018,Number,"28,120"
06001,County,Alameda County,Ages 0_2,Male,2019,Number,"28,058"
06001,County,Alameda County,Ages 0_2,Male,2020,Number,"27,595"
06001,County,Alameda County,Ages 0_2,Male,2021,Number,"27,661"
06001,County,Alameda County,Ages 0_2,Total,1995,Number,"62,992"
06001,County,Alameda County,Ages 0_2,Total,1996,Number,"61,431"
06001,County,Alameda County,Ages 0_2,Total,1997,Number,"61,371"
06001,County,Alameda County,Ages 0_2,Total,1998,Number,"60,362"
06001,County,Alameda County,Ages 0_2,Total,1999,Number,"59,095"
06001,County,Alameda County,Ages 0_2,Total,2000,Number,"58,396"
06001,County,Alameda County,Ages 0_2,Total,2001,Number,"60,810"
06001,County,Alameda County,Ages 0_2,Total,2002,Number,"62,100"
06001,County,Alameda County,Ages 0_2,Total,2003,Number,"62,248"
06001,County,Alameda County,Ages 0_2,Total,2004,Number,"60,711"
06001,County,Alameda County,Ages 0_2,Total,2005,Number,"59,308"
06001,County,Alameda County,Ages 0_2,Total,2006,Number,"58,812"
06001,County,Alameda County,Ages 0_2,Total,2007,Number,"59,016"
06001,County,Alameda County,Ages 0_2,Total,2008,Number,"59,587"
06001,County,Alameda County,Ages 0_2,Total,2009,Number,"59,503"
06001,County,Alameda County,Ages 0_2,Total,2010,Number,"58,393"
06001,County,Alameda County,Ages 0_2,Total,2011,Number,"57,470"
06001,County,Alameda County,Ages 0_2,Total,2012,Number,"57,292"
06001,County,Alameda County,Ages 0_2,Total,2013,Number,"57,566"
06001,County,Alameda County,Ages 0_2,Total,2014,Number,"57,966"
06001,County,Alameda County,Ages 0_2,Total,2015,Number,"58,665"
06001,County,Alameda County,Ages 0_2,Total,2016,Number,"58,799"
06001,County,Alameda County,Ages 0_2,Total,2017,Number,"58,704"
06001,County,Alameda County,Ages 0_2,Total,2018,Number,"56,881"
06001,County,Alameda County,Ages 0_2,Total,2019,Number,"55,022"
06001,County,Alameda County,Ages 0_2,Total,2020,Number,"53,048"
06001,County,Alameda County,Ages 0_2,Total,2021,Number,"52,528"
06001,County,Alameda County,Ages 11_13,Female,1995,Number,"25,526"
06001,County,Alameda County,Ages 11_13,Female,1996,Number,"25,818"
06001,County,Alameda County,Ages 11_13,Female,1997,Number,"26,260"
06001,County,Alameda County,Ages 11_13,Female,1998,Number,"26,733"
06001,County,Alameda County,Ages 11_13,Female,1999,Number,"27,544"
06001,County,Alameda County,Ages 11_13,Female,2000,Number,"28,512"
06001,County,Alameda County,Ages 11_13,Female,2001,Number,"29,767"
06001,County,Alameda County,Ages 11_13,Female,2002,Number,"30,568"
06001,County,Alameda County,Ages 11_13,Female,2003,Number,"31,145"
06001,County,Alameda County,Ages 11_13,Female,2004,Number,"30,968"
06001,County,Alameda County,Ages 11_13,Female,2005,Number,"29,935"
06001,County,Alameda County,Ages 11_13,Female,2006,Number,"28,745"
06001,County,Alameda County,Ages 11_13,Female,2007,Number,"27,844"
06001,County,Alameda County,Ages 11_13,Female,2008,Number,"27,522"
06001,County,Alameda County,Ages 11_13,Female,2009,Number,"26,868"
06001,County,Alameda County,Ages 11_13,Female,2010,Number,"26,469"
06001,County,Alameda County,Ages 11_13,Female,2011,Number,"26,337"
06001,County,Alameda County,Ages 11_13,Female,2012,Number,"26,591"
06001,County,Alameda County,Ages 11_13,Female,2013,Number,"27,100"
06001,County,Alameda County,Ages 11_13,Female,2014,Number,"27,463"
06001,County,Alameda County,Ages 11_13,Female,2015,Number,"28,048"
06001,County,Alameda County,Ages 11_13,Female,2016,Number,"28,258"
06001,County,Alameda County,Ages 11_13,Female,2017,Number,"28,226"
06001,County,Alameda County,Ages 11_13,Female,2018,Number,"28,126"
06001,County,Alameda County,Ages 11_13,Female,2019,Number,"28,190"
06001,County,Alameda County,Ages 11_13,Female,2020,Number,"27,976"
06001,County,Alameda County,Ages 11_13,Female,2021,Number,"27,564"
06001,County,Alameda County,Ages 11_13,Male,1995,Number,"26,909"
06001,County,Alameda County,Ages 11_13,Male,1996,Number,"27,033"
06001,County,Alameda County,Ages 11_13,Male,1997,Number,"27,504"
06001,County,Alameda County,Ages 11_13,Male,1998,Number,"27,847"
06001,County,Alameda County,Ages 11_13,Male,1999,Number,"28,576"
06001,County,Alameda County,Ages 11_13,Male,2000,Number,"29,456"
06001,County,Alameda County,Ages 11_13,Male,2001,Number,"31,104"
06001,County,Alameda County,Ages 11_13,Male,2002,Number,"32,047"
06001,County,Alameda County,Ages 11_13,Male,2003,Number,"32,415"
06001,County,Alameda County,Ages 11_13,Male,2004,Number,"32,096"
06001,County,Alameda County,Ages 11_13,Male,2005,Number,"31,169"
06001,County,Alameda County,Ages 11_13,Male,2006,Number,"30,372"
06001,County,Alameda County,Ages 11_13,Male,2007,Number,"29,618"
06001,County,Alameda County,Ages 11_13,Male,2008,Number,"29,045"
06001,County,Alameda County,Ages 11_13,Male,2009,Number,"27,624"
06001,County,Alameda County,Ages 11_13,Male,2010,Number,"27,728"
06001,County,Alameda County,Ages 11_13,Male,2011,Number,"27,918"
06001,County,Alameda County,Ages 11_13,Male,2012,Number,"28,355"
06001,County,Alameda County,Ages 11_13,Male,2013,Number,"28,459"
06001,County,Alameda County,Ages 11_13,Male,2014,Number,"28,639"
06001,County,Alameda County,Ages 11_13,Male,2015,Number,"28,902"
06001,County,Alameda County,Ages 11_13,Male,2016,Number,"29,395"
06001,County,Alameda County,Ages 11_13,Male,2017,Number,"29,884"
06001,County,Alameda County,Ages 11_13,Male,2018,Number,"30,347"
06001,County,Alameda County,Ages 11_13,Male,2019,Number,"30,489"
06001,County,Alameda County,Ages 11_13,Male,2020,Number,"29,983"
06001,County,Alameda County,Ages 11_13,Male,2021,Number,"29,207"
06001,County,Alameda County,Ages 11_13,Total,1995,Number,"52,435"
06001,County,Alameda County,Ages 11_13,Total,1996,Number,"52,850"
06001,County,Alameda County,Ages 11_13,Total,1997,Number,"53,763"
06001,County,Alameda County,Ages 11_13,Total,1998,Number,"54,580"
06001,County,Alameda County,Ages 11_13,Total,1999,Number,"56,119"
06001,County,Alameda County,Ages 11_13,Total,2000,Number,"57,968"
06001,County,Alameda County,Ages 11_13,Total,2001,Number,"60,871"
06001,County,Alameda County,Ages 11_13,Total,2002,Number,"62,614"
06001,County,Alameda County,Ages 11_13,Total,2003,Number,"63,560"
06001,County,Alameda County,Ages 11_13,Total,2004,Number,"63,064"
06001,County,Alameda County,Ages 11_13,Total,2005,Number,"61,104"
06001,County,Alameda County,Ages 11_13,Total,2006,Number,"59,116"
06001,County,Alameda County,Ages 11_13,Total,2007,Number,"57,462"
06001,County,Alameda County,Ages 11_13,Total,2008,Number,"56,567"
06001,County,Alameda County,Ages 11_13,Total,2009,Number,"54,492"
06001,County,Alameda County,Ages 11_13,Total,2010,Number,"54,197"
06001,County,Alameda County,Ages 11_13,Total,2011,Number,"54,255"
06001,County,Alameda County,Ages 11_13,Total,2012,Number,"54,946"
06001,County,Alameda County,Ages 11_13,Total,2013,Number,"55,559"
06001,County,Alameda County,Ages 11_13,Total,2014,Number,"56,102"
06001,County,Alameda County,Ages 11_13,Total,2015,Number,"56,950"
06001,County,Alameda County,Ages 11_13,Total,2016,Number,"57,653"
06001,County,Alameda County,Ages 11_13,Total,2017,Number,"58,110"
06001,County,Alameda County,Ages 11_13,Total,2018,Number,"58,473"
06001,County,Alameda County,Ages 11_13,Total,2019,Number,"58,679"
06001,County,Alameda County,Ages 11_13,Total,2020,Number,"57,959"
06001,County,Alameda County,Ages 11_13,Total,2021,Number,"56,771"
06001,County,Alameda County,Ages 14_17,Female,1995,Number,"34,870"
06001,County,Alameda County,Ages 14_17,Female,1996,Number,"35,006"
06001,County,Alameda County,Ages 14_17,Female,1997,Number,"35,537"
06001,County,Alameda County,Ages 14_17,Female,1998,Number,"35,458"
06001,County,Alameda County,Ages 14_17,Female,1999,Number,"35,458"
06001,County,Alameda County,Ages 14_17,Female,2000,Number,"35,537"
06001,County,Alameda County,Ages 14_17,Female,2001,Number,"36,978"
06001,County,Alameda County,Ages 14_17,Female,2002,Number,"38,026"
06001,County,Alameda County,Ages 14_17,Female,2003,Number,"38,682"
06001,County,Alameda County,Ages 14_17,Female,2004,Number,"39,448"
06001,County,Alameda County,Ages 14_17,Female,2005,Number,"40,261"
06001,County,Alameda County,Ages 14_17,Female,2006,Number,"40,978"
06001,County,Alameda County,Ages 14_17,Female,2007,Number,"41,249"
06001,County,Alameda County,Ages 14_17,Female,2008,Number,"40,516"
06001,County,Alameda County,Ages 14_17,Female,2009,Number,"37,212"
06001,County,Alameda County,Ages 14_17,Female,2010,Number,"36,775"
06001,County,Alameda County,Ages 14_17,Female,2011,Number,"37,259"
06001,County,Alameda County,Ages 14_17,Female,2012,Number,"37,863"
06001,County,Alameda County,Ages 14_17,Female,2013,Number,"38,070"
06001,County,Alameda County,Ages 14_17,Female,2014,Number,"37,768"
06001,County,Alameda County,Ages 14_17,Female,2015,Number,"37,826"
06001,County,Alameda County,Ages 14_17,Female,2016,Number,"38,001"
06001,County,Alameda County,Ages 14_17,Female,2017,Number,"38,526"
06001,County,Alameda County,Ages 14_17,Female,2018,Number,"39,182"
06001,County,Alameda County,Ages 14_17,Female,2019,Number,"39,376"
06001,County,Alameda County,Ages 14_17,Female,2020,Number,"39,187"
06001,County,Alameda County,Ages 14_17,Female,2021,Number,"39,339"
06001,County,Alameda County,Ages 14_17,Male,1995,Number,"36,609"
06001,County,Alameda County,Ages 14_17,Male,1996,Number,"37,211"
06001,County,Alameda County,Ages 14_17,Male,1997,Number,"37,964"
06001,County,Alameda County,Ages 14_17,Male,1998,Number,"37,575"
06001,County,Alameda County,Ages 14_17,Male,1999,Number,"37,367"
